"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"1713","T172_2","10000","10000","172","-8492.1","-8466.6","51.0","1.0062"
"1714","T172_3","10000","10000","172","-8490.8","-8472.4","36.8","2.9632"
"1715","T172_4","10000","10000","172","-8488.0","-8468.2","39.6","1.0227"
"1716","T172_5","10000","10000","172","-8490.7","-8467.8","45.9","1.0868"
"1717","T172_6","10000","10000","172","-8487.5","-8464.3","46.4","0.5590"
"1718","T172_7","10000","10000","172","-8499.1","-8464.1","69.8","0.4438"
"1719","T172_8","10000","10000","172","-8497.5","-8469.4","56.4","1.0360"
"1720","T172_9","10000","10000","172","-8492.1","-8471.8","40.6","1.6761"
"1721","T172_10","10000","10000","172","-8496.5","-8472.2","48.8","1.9412"
"1722","T173_1","10000","10000","173","-8490.6","-8466.7","48.0","0.7690"
"1723","T173_2","10000","10000","173","-8491.2","-8464.4","53.7","0.5745"
"1724","T173_3","10000","10000","173","-8493.6","-8471.2","44.9","1.8944"
"1725","T173_4","10000","10000","173","-8490.8","-8463.2","55.3","0.5062"
"1726","T173_5","10000","10000","173","-8490.8","-8464.5","52.7","0.5344"
"1727","T173_6","10000","10000","173","-8503.1","-8472.9","60.5","2.4010"
"1728","T173_7","10000","10000","173","-8490.0","-8470.0","40.1","1.3980"
"1729","T173_8","10000","10000","173","-8494.8","-8473.1","43.5","3.3224"
"1730","T173_9","10000","10000","173","-8492.7","-8470.4","44.7","1.0147"
"1731","T173_10","10000","10000","173","-8494.7","-8470.2","49.1","1.7936"
"1732","T174_1","10000","10000","174","-8490.8","-8468.8","44.0","0.8831"
"1733","T174_2","10000","10000","174","-8495.5","-8473.7","43.7","1.6321"
"1734","T174_3","10000","10000","174","-8494.3","-8469.0","50.6","1.0127"
"1735","T174_4","10000","10000","174","-8491.2","-8470.6","41.2","1.4447"
"1736","T174_5","10000","10000","174","-8490.2","-8465.0","50.3","0.6380"
"1737","T174_6","10000","10000","174","-8500.7","-8468.9","63.5","1.0354"
"1738","T174_7","10000","10000","174","-8493.6","-8469.8","47.7","1.0367"
"1739","T174_8","10000","10000","174","-8491.1","-8467.3","47.6","0.7400"
"1740","T174_9","10000","10000","174","-8497.8","-8469.4","56.9","0.8478"
"1741","T174_10","10000","10000","174","-8486.9","-8471.5","30.7","3.1844"
"1742","T175_1","10000","10000","175","-8501.0","-8471.7","58.7","2.8734"
"1743","T175_2","10000","10000","175","-8506.5","-8468.5","76.0","0.8501"
"1744","T175_3","10000","10000","175","-8499.6","-8470.6","58.0","0.8196"
"1745","T175_4","10000","10000","175","-8495.7","-8472.7","46.1","2.1828"
"1746","T175_5","10000","10000","175","-8495.3","-8468.5","53.6","1.0342"
"1747","T175_6","10000","10000","175","-8491.8","-8471.8","40.1","1.5859"
"1748","T175_7","10000","10000","175","-8493.5","-8468.8","49.4","1.0020"
"1749","T175_8","10000","10000","175","-8488.7","-8467.6","42.1","1.2050"
"1750","T175_9","10000","10000","175","-8495.9","-8466.3","59.2","0.6686"
"1751","T175_10","10000","10000","175","-8494.4","-8468.7","51.4","1.2539"
"1752","T176_1","10000","10000","176","-8487.4","-8471.5","31.9","2.3326"
"1753","T176_2","10000","10000","176","-8491.2","-8468.9","44.7","1.1426"
"1754","T176_3","10000","10000","176","-8490.5","-8470.2","40.6","1.2640"
"1755","T176_4","10000","10000","176","-8491.2","-8467.9","46.7","0.9585"
"1756","T176_5","10000","10000","176","-8491.6","-8472.3","38.5","1.6922"
"1757","T176_6","10000","10000","176","-8488.5","-8469.4","38.3","1.1256"
"1758","T176_7","10000","10000","176","-8497.2","-8470.3","53.9","1.3382"
"1759","T176_8","10000","10000","176","-8491.6","-8468.5","46.1","0.9945"
"1760","T176_9","10000","10000","176","-8492.2","-8472.6","39.2","1.8977"
"1761","T176_10","10000","10000","176","-8493.4","-8471.5","43.8","1.2405"
"1762","T177_1","10000","10000","177","-8491.1","-8471.0","40.1","1.9108"
"1763","T177_2","10000","10000","177","-8495.3","-8470.0","50.5","0.7652"
"1764","T177_3","10000","10000","177","-8496.2","-8466.1","60.2","0.5673"
"1765","T177_4","10000","10000","177","-8488.4","-8469.9","37.1","1.5161"
"1766","T177_5","10000","10000","177","-8488.1","-8467.5","41.1","1.1968"
"1767","T177_6","10000","10000","177","-8485.3","-8467.3","36.0","1.2243"
"1768","T177_7","10000","10000","177","-8490.5","-8470.5","40.0","1.4835"
"1769","T177_8","10000","10000","177","-8494.3","-8470.4","47.9","1.3266"
"1770","T177_9","10000","10000","177","-8497.3","-8463.3","68.1","0.4396"
"1771","T177_10","10000","10000","177","-8491.3","-8469.3","44.0","0.9206"
"1772","T178_1","10000","10000","178","-8489.6","-8468.4","42.3","0.9734"
"1773","T178_2","10000","10000","178","-8489.8","-8468.7","42.3","0.9106"
"1774","T178_3","10000","10000","178","-8492.9","-8473.1","39.6","1.2136"
"1775","T178_4","10000","10000","178","-8499.9","-8469.2","61.4","1.1805"
"1776","T178_5","10000","10000","178","-8493.7","-8471.1","45.2","1.4278"
"1777","T178_6","10000","10000","178","-8489.8","-8471.7","36.2","1.1245"
"1778","T178_7","10000","10000","178","-8494.6","-8470.1","49.0","1.3027"
"1779","T178_8","10000","10000","178","-8496.5","-8471.0","51.0","1.1049"
"1780","T178_9","10000","10000","178","-8489.9","-8469.3","41.3","1.7576"
"1781","T178_10","10000","10000","178","-8493.8","-8472.8","42.1","2.1906"
"1782","T179_1","10000","10000","179","-8507.4","-8473.0","68.7","2.1082"
"1783","T179_2","10000","10000","179","-8496.2","-8472.7","47.0","1.8841"
"1784","T179_3","10000","10000","179","-8494.0","-8471.9","44.0","2.1536"
"1785","T179_4","10000","10000","179","-8487.9","-8470.7","34.4","1.6171"
"1786","T179_5","10000","10000","179","-8494.4","-8471.7","45.3","1.4105"
"1787","T179_6","10000","10000","179","-8494.3","-8471.3","46.0","1.0923"
"1788","T179_7","10000","10000","179","-8494.0","-8470.1","47.8","0.9513"
"1789","T179_8","10000","10000","179","-8494.3","-8473.0","42.6","2.5754"
"1790","T179_9","10000","10000","179","-8484.7","-8466.2","37.1","0.7445"
"1791","T179_10","10000","10000","179","-8496.7","-8474.4","44.7","3.5199"
"1792","T180_1","10000","10000","180","-8495.8","-8470.3","51.1","0.8586"
"1793","T180_2","10000","10000","180","-8487.4","-8469.7","35.5","1.2149"
"1794","T180_3","10000","10000","180","-8490.9","-8470.0","41.7","1.3035"
"1795","T180_4","10000","10000","180","-8491.7","-8466.8","49.7","1.0241"
"1796","T180_5","10000","10000","180","-8490.4","-8470.3","40.3","0.8415"
"1797","T180_6","10000","10000","180","-8486.6","-8469.1","35.0","1.4506"
"1798","T180_7","10000","10000","180","-8492.4","-8471.4","41.9","1.1363"
"1799","T180_8","10000","10000","180","-8494.1","-8474.3","39.6","2.1710"
"1800","T180_9","10000","10000","180","-8490.8","-8472.0","37.6","1.5497"
"1801","T180_10","10000","10000","180","-8500.8","-8473.3","54.9","2.9719"
"1802","T181_1","10000","10000","181","-8491.3","-8470.4","41.7","1.1011"
"1803","T181_2","10000","10000","181","-8497.2","-8476.1","42.3","4.0901"
"1804","T181_3","10000","10000","181","-8493.3","-8468.2","50.1","0.7663"
"1805","T181_4","10000","10000","181","-8492.4","-8470.4","44.1","1.0237"
"1806","T181_5","10000","10000","181","-8490.7","-8470.8","39.8","1.2941"
"1807","T181_6","10000","10000","181","-8498.5","-8470.2","56.6","0.7486"
"1808","T181_7","10000","10000","181","-8497.4","-8473.3","48.3","3.7131"
"1809","T181_8","10000","10000","181","-8491.7","-8464.5","54.4","0.5765"
"1810","T181_9","10000","10000","181","-8490.4","-8469.4","41.9","1.2250"
"1811","T181_10","10000","10000","181","-8496.3","-8472.1","48.5","1.3539"
"1812","T182_1","10000","10000","182","-8502.8","-8471.9","61.8","1.1400"
"1813","T182_2","10000","10000","182","-8509.9","-8469.8","80.2","0.8246"
"1814","T182_3","10000","10000","182","-8497.2","-8471.3","51.8","1.3347"
"1815","T182_4","10000","10000","182","-8508.6","-8465.6","86.0","0.4521"
"1816","T182_5","10000","10000","182","-8488.6","-8471.3","34.6","1.3165"
"1817","T182_6","10000","10000","182","-8497.8","-8474.7","46.2","3.5898"
"1818","T182_7","10000","10000","182","-8509.5","-8470.3","78.3","0.9958"
"1819","T182_8","10000","10000","182","-8492.8","-8472.2","41.1","1.9972"
"1820","T182_9","10000","10000","182","-8490.1","-8470.6","39.0","1.8999"
"1821","T182_10","10000","10000","182","-8489.9","-8468.0","43.8","0.8221"
"1822","T183_1","10000","10000","183","-8494.6","-8472.5","44.2","1.8225"
"1823","T183_2","10000","10000","183","-8492.1","-8470.4","43.3","3.0555"
"1824","T183_3","10000","10000","183","-8492.5","-8466.8","51.5","0.5923"
"1825","T183_4","10000","10000","183","-8496.7","-8471.7","50.0","1.3663"
"1826","T183_5","10000","10000","183","-8491.6","-8466.3","50.5","0.5565"
"1827","T183_6","10000","10000","183","-8492.3","-8470.8","43.0","0.9692"
"1828","T183_7","10000","10000","183","-8494.6","-8468.4","52.5","0.9496"
"1829","T183_8","10000","10000","183","-8505.7","-8468.9","73.6","0.8410"
"1830","T183_9","10000","10000","183","-8490.2","-8469.5","41.4","1.1480"
"1831","T183_10","10000","10000","183","-8492.0","-8461.9","60.4","0.5084"
"1832","T184_1","10000","10000","184","-8497.8","-8467.9","59.8","0.6833"
"1833","T184_2","10000","10000","184","-8488.9","-8471.8","34.2","1.9259"
"1834","T184_3","10000","10000","184","-8492.9","-8468.7","48.4","1.1639"
"1835","T184_4","10000","10000","184","-8493.5","-8473.4","40.2","2.5347"
"1836","T184_5","10000","10000","184","-8492.2","-8470.5","43.3","0.8096"
"1837","T184_6","10000","10000","184","-8497.0","-8469.4","55.2","1.6154"
"1838","T184_7","10000","10000","184","-8494.3","-8471.1","46.5","2.3639"
"1839","T184_8","10000","10000","184","-8493.6","-8465.5","56.3","0.4631"
"1840","T184_9","10000","10000","184","-8495.7","-8474.2","43.1","7.6421"
"1841","T184_10","10000","10000","184","-8495.8","-8472.0","47.6","1.0599"
"1842","T185_1","10000","10000","185","-8495.2","-8469.3","51.8","0.9212"
"1843","T185_2","10000","10000","185","-8491.5","-8472.5","38.0","3.1158"
"1844","T185_3","10000","10000","185","-8491.2","-8469.2","44.1","1.4699"
"1845","T185_4","10000","10000","185","-8491.2","-8469.2","44.0","0.8748"
"1846","T185_5","10000","10000","185","-8498.8","-8471.9","53.8","0.9514"
"1847","T185_6","10000","10000","185","-8493.5","-8471.0","45.1","1.6178"
"1848","T185_7","10000","10000","185","-8501.5","-8473.0","57.0","1.8013"
"1849","T185_8","10000","10000","185","-8490.7","-8465.8","49.9","0.5785"
"1850","T185_9","10000","10000","185","-8488.8","-8467.2","43.4","0.8888"
"1851","T185_10","10000","10000","185","-8496.9","-8472.8","48.2","2.7531"
"1852","T186_1","10000","10000","186","-8491.7","-8472.1","39.2","3.5278"
"1853","T186_2","10000","10000","186","-8489.2","-8468.2","41.9","1.1173"
"1854","T186_3","10000","10000","186","-8494.9","-8469.5","50.7","1.0320"
"1855","T186_4","10000","10000","186","-8504.7","-8473.4","62.7","1.0441"
"1856","T186_5","10000","10000","186","-8488.5","-8472.4","32.2","2.9421"
"1857","T186_6","10000","10000","186","-8492.6","-8468.3","48.5","0.5781"
"1858","T186_7","10000","10000","186","-8490.8","-8471.5","38.5","4.2107"
"1859","T186_8","10000","10000","186","-8494.9","-8473.3","43.1","1.9318"
"1860","T186_9","10000","10000","186","-8489.8","-8471.7","36.1","2.1199"
"1861","T186_10","10000","10000","186","-8489.3","-8470.9","36.8","2.3343"
"1862","T187_1","10000","10000","187","-8499.8","-8471.5","56.5","1.6610"
"1863","T187_2","10000","10000","187","-8494.1","-8471.9","44.3","1.6003"
"1864","T187_3","10000","10000","187","-8491.0","-8473.7","34.5","3.8318"
"1865","T187_4","10000","10000","187","-8493.6","-8468.9","49.4","0.5845"
"1866","T187_5","10000","10000","187","-8497.8","-8472.3","51.0","1.6336"
"1867","T187_6","10000","10000","187","-8492.6","-8466.4","52.3","0.8155"
"1868","T187_7","10000","10000","187","-8488.5","-8471.3","34.4","1.1919"
"1869","T187_8","10000","10000","187","-8483.5","-8467.3","32.5","1.6746"
"1870","T187_9","10000","10000","187","-8497.6","-8468.1","59.1","1.0997"
"1871","T187_10","10000","10000","187","-8484.8","-8469.3","31.0","2.5884"
"1872","T188_1","10000","10000","188","-8494.5","-8472.1","44.9","1.7849"
"1873","T188_2","10000","10000","188","-8491.4","-8468.9","44.9","0.7512"
"1874","T188_3","10000","10000","188","-8490.0","-8469.2","41.5","0.8170"
"1875","T188_4","10000","10000","188","-8494.3","-8470.6","47.5","2.7973"
"1876","T188_5","10000","10000","188","-8495.0","-8474.2","41.7","3.4130"
"1877","T188_6","10000","10000","188","-8492.3","-8473.4","37.9","3.5406"
"1878","T188_7","10000","10000","188","-8493.4","-8466.8","53.2","0.7655"
"1879","T188_8","10000","10000","188","-8491.0","-8470.4","41.3","1.2393"
"1880","T188_9","10000","10000","188","-8491.6","-8473.4","36.4","2.0512"
"1881","T188_10","10000","10000","188","-8500.0","-8472.8","54.5","0.9504"
"1882","T189_1","10000","10000","189","-8496.0","-8470.4","51.3","1.2456"
"1883","T189_2","10000","10000","189","-8488.8","-8472.8","32.0","2.3494"
"1884","T189_3","10000","10000","189","-8488.6","-8468.7","39.7","1.2819"
"1885","T189_4","10000","10000","189","-8492.5","-8467.1","50.7","0.7552"
"1886","T189_5","10000","10000","189","-8486.7","-8471.3","30.8","3.1302"
"1887","T189_6","10000","10000","189","-8486.1","-8465.0","42.1","0.6385"
"1888","T189_7","10000","10000","189","-8490.2","-8467.2","46.0","0.6033"
"1889","T189_8","10000","10000","189","-8501.9","-8466.6","70.5","0.5579"
"1890","T189_9","10000","10000","189","-8490.9","-8468.0","45.9","0.8002"
"1891","T189_10","10000","10000","189","-8490.7","-8470.6","40.3","1.4737"
"1892","T190_1","10000","10000","190","-8486.3","-8472.3","28.0","3.2822"
"1893","T190_2","10000","10000","190","-8490.1","-8466.9","46.4","0.6023"
"1894","T190_3","10000","10000","190","-8490.4","-8472.1","36.6","3.7343"
"1895","T190_4","10000","10000","190","-8493.0","-8473.4","39.1","2.7552"
"1896","T190_5","10000","10000","190","-8483.0","-8466.9","32.2","0.7592"
"1897","T190_6","10000","10000","190","-8500.5","-8471.1","58.7","0.8293"
"1898","T190_7","10000","10000","190","-8504.4","-8476.1","56.6","1.6710"
"1899","T190_8","10000","10000","190","-8490.1","-8470.1","40.0","1.2004"
"1900","T190_9","10000","10000","190","-8489.9","-8470.7","38.4","1.1566"
"1901","T190_10","10000","10000","190","-8488.2","-8471.6","33.3","3.4027"
"1902","T191_1","10000","10000","191","-8493.8","-8467.9","51.8","0.9605"
"1903","T191_2","10000","10000","191","-8498.6","-8468.6","60.1","0.7627"
"1904","T191_3","10000","10000","191","-8487.5","-8467.7","39.5","0.7651"
"1905","T191_4","10000","10000","191","-8491.9","-8470.5","42.8","1.1095"
"1906","T191_5","10000","10000","191","-8489.8","-8466.0","47.5","0.6319"
"1907","T191_6","10000","10000","191","-8492.6","-8467.7","49.9","0.6632"
"1908","T191_7","10000","10000","191","-8491.1","-8473.7","34.8","3.6352"
"1909","T191_8","10000","10000","191","-8498.8","-8466.7","64.1","0.6165"
"1910","T191_9","10000","10000","191","-8500.2","-8472.7","55.1","2.5591"
"1911","T191_10","10000","10000","191","-8498.7","-8470.0","57.4","1.9169"
"1912","T192_1","10000","10000","192","-8499.8","-8468.7","62.1","0.9019"
"1913","T192_2","10000","10000","192","-8491.9","-8466.0","51.9","0.5285"
"1914","T192_3","10000","10000","192","-8486.1","-8470.4","31.3","1.7247"
"1915","T192_4","10000","10000","192","-8498.9","-8470.7","56.4","0.9016"
"1916","T192_5","10000","10000","192","-8495.5","-8470.2","50.6","0.9657"
"1917","T192_6","10000","10000","192","-8488.6","-8463.9","49.5","0.4942"
"1918","T192_7","10000","10000","192","-8485.5","-8470.4","30.2","1.9041"
"1919","T192_8","10000","10000","192","-8489.2","-8469.3","39.9","1.1249"
"1920","T192_9","10000","10000","192","-8496.0","-8472.3","47.3","0.7481"
"1921","T192_10","10000","10000","192","-8486.0","-8469.3","33.5","1.3743"
"1922","T193_1","10000","10000","193","-8505.0","-8474.5","61.0","3.0974"
"1923","T193_2","10000","10000","193","-8493.9","-8472.9","41.9","1.4853"
"1924","T193_3","10000","10000","193","-8493.9","-8469.8","48.3","1.1895"
"1925","T193_4","10000","10000","193","-8492.4","-8466.9","51.1","0.6321"
"1926","T193_5","10000","10000","193","-8493.0","-8472.5","41.0","2.2695"
"1927","T193_6","10000","10000","193","-8503.3","-8472.7","61.2","1.1130"
"1928","T193_7","10000","10000","193","-8495.5","-8471.2","48.7","1.4868"
"1929","T193_8","10000","10000","193","-8496.0","-8469.1","53.8","0.7197"
"1930","T193_9","10000","10000","193","-8494.9","-8470.6","48.5","2.8427"
"1931","T193_10","10000","10000","193","-8490.2","-8463.5","53.4","0.5188"
"1932","T194_1","10000","10000","194","-8492.7","-8466.9","51.6","0.7545"
"1933","T194_2","10000","10000","194","-8490.5","-8466.6","47.9","0.6741"
"1934","T194_3","10000","10000","194","-8487.6","-8469.6","36.1","1.3564"
"1935","T194_4","10000","10000","194","-8491.1","-8471.2","40.0","1.2602"
"1936","T194_5","10000","10000","194","-8498.4","-8470.8","55.2","1.7042"
"1937","T194_6","10000","10000","194","-8489.1","-8471.2","35.8","2.1062"
"1938","T194_7","10000","10000","194","-8492.2","-8468.6","47.3","0.8846"
"1939","T194_8","10000","10000","194","-8493.5","-8471.5","44.0","1.5916"
"1940","T194_9","10000","10000","194","-8497.0","-8471.2","51.6","0.9149"
"1941","T194_10","10000","10000","194","-8499.4","-8475.1","48.7","1.0487"
"1942","T195_1","10000","10000","195","-8487.8","-8466.0","43.6","0.6909"
"1943","T195_2","10000","10000","195","-8502.5","-8474.1","56.9","2.7788"
"1944","T195_3","10000","10000","195","-8488.5","-8473.9","29.2","4.2916"
"1945","T195_4","10000","10000","195","-8495.5","-8474.1","42.8","1.9297"
"1946","T195_5","10000","10000","195","-8491.3","-8467.7","47.3","0.8384"
"1947","T195_6","10000","10000","195","-8499.0","-8472.9","52.2","1.0420"
"1948","T195_7","10000","10000","195","-8490.4","-8466.9","47.0","0.6588"
"1949","T195_8","10000","10000","195","-8489.9","-8471.4","37.0","1.4082"
"1950","T195_9","10000","10000","195","-8489.9","-8465.0","49.8","0.5034"
"1951","T195_10","10000","10000","195","-8496.7","-8473.1","47.2","2.3212"
"1952","T196_1","10000","10000","196","-8489.2","-8470.0","38.4","3.6201"
"1953","T196_2","10000","10000","196","-8488.7","-8466.3","44.8","0.5220"
"1954","T196_3","10000","10000","196","-8493.3","-8471.1","44.3","1.2589"
"1955","T196_4","10000","10000","196","-8491.2","-8473.0","36.4","6.5342"
"1956","T196_5","10000","10000","196","-8489.0","-8467.0","44.1","0.6237"
"1957","T196_6","10000","10000","196","-8491.2","-8470.7","41.1","0.9163"
"1958","T196_7","10000","10000","196","-8485.6","-8470.0","31.2","1.2161"
"1959","T196_8","10000","10000","196","-8490.2","-8470.4","39.6","1.8061"
"1960","T196_9","10000","10000","196","-8488.8","-8470.9","35.9","1.7308"
"1961","T196_10","10000","10000","196","-8496.2","-8467.4","57.6","0.5683"
"1962","T197_1","10000","10000","197","-8499.6","-8474.3","50.7","1.0720"
"1963","T197_2","10000","10000","197","-8488.8","-8463.6","50.4","0.5697"
"1964","T197_3","10000","10000","197","-8495.0","-8474.0","42.1","2.7893"
"1965","T197_4","10000","10000","197","-8488.9","-8470.3","37.2","1.2528"
"1966","T197_5","10000","10000","197","-8493.0","-8467.0","52.1","0.6412"
"1967","T197_6","10000","10000","197","-8496.1","-8471.9","48.6","2.1862"
"1968","T197_7","10000","10000","197","-8498.2","-8469.5","57.3","0.9468"
"1969","T197_8","10000","10000","197","-8488.0","-8472.1","31.8","3.1112"
"1970","T197_9","10000","10000","197","-8495.7","-8466.8","57.9","0.6588"
"1971","T197_10","10000","10000","197","-8496.1","-8471.5","49.0","1.4725"
"1972","T198_1","10000","10000","198","-8488.6","-8472.2","32.7","2.6693"
"1973","T198_2","10000","10000","198","-8495.4","-8471.9","47.0","1.1866"
"1974","T198_3","10000","10000","198","-8492.0","-8463.7","56.6","0.3717"
"1975","T198_4","10000","10000","198","-8492.4","-8466.7","51.4","0.5889"
"1976","T198_5","10000","10000","198","-8492.4","-8466.7","51.4","0.5889"
"1977","T198_6","10000","10000","198","-8488.7","-8468.1","41.2","1.3443"
"1978","T198_7","10000","10000","198","-8505.1","-8472.3","65.7","1.8268"
"1979","T198_8","10000","10000","198","-8495.4","-8472.3","46.2","2.9413"
"1980","T198_9","10000","10000","198","-8490.5","-8471.5","38.0","1.5714"
"1981","T198_10","10000","10000","198","-8493.9","-8472.4","43.0","1.8529"
"1982","T199_1","10000","10000","199","-8490.4","-8471.2","38.4","1.7474"
"1983","T199_2","10000","10000","199","-8502.4","-8473.4","58.1","1.3167"
"1984","T199_3","10000","10000","199","-8492.7","-8471.6","42.1","1.6363"
"1985","T199_4","10000","10000","199","-8503.0","-8472.2","61.6","0.8922"
"1986","T199_5","10000","10000","199","-8482.9","-8466.7","32.5","0.8942"
"1987","T199_6","10000","10000","199","-8497.3","-8474.0","46.6","1.9353"
"1988","T199_7","10000","10000","199","-8495.3","-8469.0","52.6","0.6240"
"1989","T199_8","10000","10000","199","-8490.0","-8472.1","35.8","1.4572"
"1990","T199_9","10000","10000","199","-8489.6","-8469.2","40.8","1.1042"
"1991","T199_10","10000","10000","199","-8484.6","-8465.8","37.5","0.9662"
"1992","T200_1","10000","10000","200","-8502.7","-8475.1","55.2","2.3038"
"1993","T200_2","10000","10000","200","-8488.7","-8469.7","38.0","1.5712"
"1994","T200_3","10000","10000","200","-8501.9","-8472.0","59.8","1.7136"
"1995","T200_4","10000","10000","200","-8489.9","-8469.4","40.9","1.0718"
"1996","T200_5","10000","10000","200","-8497.3","-8470.2","54.0","1.4436"
"1997","T200_6","10000","10000","200","-8495.3","-8472.3","46.0","1.6141"
"1998","T200_7","10000","10000","200","-8493.5","-8468.8","49.3","0.7728"
"1999","T200_8","10000","10000","200","-8489.4","-8467.6","43.5","0.9937"
"2000","T200_9","10000","10000","200","-8485.1","-8468.4","33.4","0.8924"
"2001","T200_10","10000","10000","200","-8493.5","-8469.2","48.6","0.8369"
